nivel;camada;onde;mensagem
Fatal;Cross Sections;Itajai_Mirim, R1 (144191.9);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (142841.9);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (142691.9);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (142541.9);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (142185.9);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (141110.8);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (140660.8);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (136207.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (135907.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (111558.6);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (63794.71);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (62870.82);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (12125.89);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (8233.10);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (7361.90);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (2167.18);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (2167.18);XS must intersect exactly one Reach.
Fatal;Cross Sections;Itajai_Mirim, R1 (1172.88);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (1172.88);XS must intersect exactly one Reach.
Fatal;Cross Sections;Itajai_Mirim, R1 (172.88);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (172.88);XS must intersect exactly one Reach.
Fatal;Cross Sections;Itajai_Mirim, R1 (75.00);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Mirim, R1 (75.00);XS must intersect exactly one Reach.
Fatal;Edge Lines;0;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Warning;Edge line self intersections;12;This is a edge line self intersection point
Warning;Edge line self intersections;13;This is a edge line self intersection point
Warning;Edge line self intersections;14;This is a edge line self intersection point
Warning;Edge line self intersections;15;This is a edge line self intersection point
Warning;Edge line self intersections;16;This is a edge line self intersection point
Warning;Edge line self intersections;17;This is a edge line self intersection point
Warning;Edge line self intersections;18;This is a edge line self intersection point
Warning;Edge line self intersections;19;This is a edge line self intersection point
Warning;Edge line self intersections;20;This is a edge line self intersection point
Warning;Edge line self intersections;21;This is a edge line self intersection point
Warning;Edge line self intersections;22;This is a edge line self intersection point
Warning;Edge line self intersections;23;This is a edge line self intersection point
Warning;Edge line self intersections;24;This is a edge line self intersection point
Warning;Edge line self intersections;25;This is a edge line self intersection point
Warning;Edge line self intersections;26;This is a edge line self intersection point
Fatal;Edge Lines;1;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Fatal;Edge Lines;2;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Fatal;Edge Lines;3;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Warning;Edge line self intersections;12;This is a edge line self intersection point
Fatal;Edge Lines;4;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Fatal;Edge Lines;5;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Fatal;Edge Lines;6;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Fatal;Edge Lines;7;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Warning;Edge line self intersections;12;This is a edge line self intersection point
Warning;Edge line self intersections;13;This is a edge line self intersection point
Warning;Edge line self intersections;14;This is a edge line self intersection point
Warning;Edge line self intersections;15;This is a edge line self intersection point
Fatal;Edge Lines;8;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Fatal;Edge Lines;9;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Warning;Edge line self intersections;12;This is a edge line self intersection point
Warning;Edge line self intersections;13;This is a edge line self intersection point
Warning;Edge line self intersections;14;This is a edge line self intersection point
Warning;Edge line self intersections;15;This is a edge line self intersection point
Fatal;Edge Lines;10;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Fatal;Edge Lines;11;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Fatal;Edge Lines;12;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Fatal;Edge Lines;14;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Fatal;Edge Lines;15;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Fatal;Edge Lines;16;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Fatal;Edge Lines;17;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Warning;Edge line self intersections;12;This is a edge line self intersection point
Warning;Edge line self intersections;13;This is a edge line self intersection point
Warning;Edge line self intersections;14;This is a edge line self intersection point
Fatal;Edge Lines;19;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Fatal;Edge Lines;23;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Fatal;Edge Lines;24;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Fatal;Edge Lines;25;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Fatal;Edge Lines;26;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Fatal;Edge Lines;27;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Fatal;Edge Lines;28;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Fatal;Edge Lines;30;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Fatal;Edge Lines;31;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Fatal;Edge Lines;32;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Fatal;Edge Lines;33;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Fatal;Edge Lines;37;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Fatal;Edge Lines;38;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Warning;Edge line self intersections;12;This is a edge line self intersection point
Warning;Edge line self intersections;13;This is a edge line self intersection point
Warning;Edge line self intersections;14;This is a edge line self intersection point
Warning;Edge line self intersections;15;This is a edge line self intersection point
Warning;Edge line self intersections;16;This is a edge line self intersection point
Warning;Edge line self intersections;17;This is a edge line self intersection point
Warning;Edge line self intersections;18;This is a edge line self intersection point
Warning;Edge line self intersections;19;This is a edge line self intersection point
Warning;Edge line self intersections;20;This is a edge line self intersection point
Warning;Edge line self intersections;21;This is a edge line self intersection point
Warning;Edge line self intersections;22;This is a edge line self intersection point
Warning;Edge line self intersections;23;This is a edge line self intersection point
Warning;Edge line self intersections;24;This is a edge line self intersection point
Warning;Edge line self intersections;25;This is a edge line self intersection point
Warning;Edge line self intersections;26;This is a edge line self intersection point
Warning;Edge line self intersections;27;This is a edge line self intersection point
Warning;Edge line self intersections;28;This is a edge line self intersection point
Warning;Edge line self intersections;29;This is a edge line self intersection point
Warning;Edge line self intersections;30;This is a edge line self intersection point
Warning;Edge line self intersections;31;This is a edge line self intersection point
Warning;Edge line self intersections;32;This is a edge line self intersection point
Warning;Edge line self intersections;33;This is a edge line self intersection point
Fatal;Edge Lines;39;Polyline has self intersections
Warning;Edge line self intersections;0;This is a edge line self intersection point
Warning;Edge line self intersections;1;This is a edge line self intersection point
Warning;Edge line self intersections;2;This is a edge line self intersection point
Warning;Edge line self intersections;3;This is a edge line self intersection point
Warning;Edge line self intersections;4;This is a edge line self intersection point
Warning;Edge line self intersections;5;This is a edge line self intersection point
Warning;Edge line self intersections;6;This is a edge line self intersection point
Warning;Edge line self intersections;7;This is a edge line self intersection point
Warning;Edge line self intersections;8;This is a edge line self intersection point
Warning;Edge line self intersections;9;This is a edge line self intersection point
Warning;Edge line self intersections;10;This is a edge line self intersection point
Warning;Edge line self intersections;11;This is a edge line self intersection point
Warning;Edge line self intersections;12;This is a edge line self intersection point
Warning;Edge line self intersections;13;This is a edge line self intersection point
Warning;Edge line self intersections;14;This is a edge line self intersection point
Warning;Edge line self intersections;15;This is a edge line self intersection point
Warning;Edge line self intersections;16;This is a edge line self intersection point
Warning;Edge line self intersections;17;This is a edge line self intersection point
Warning;Edge line self intersections;18;This is a edge line self intersection point
Warning;Edge line self intersections;19;This is a edge line self intersection point
Warning;Edge line self intersections;20;This is a edge line self intersection point
Warning;Edge line self intersections;21;This is a edge line self intersection point
Warning;Edge line self intersections;22;This is a edge line self intersection point
Warning;Edge line self intersections;23;This is a edge line self intersection point
Warning;Edge line self intersections;24;This is a edge line self intersection point
Warning;Edge line self intersections;25;This is a edge line self intersection point
Warning;Edge line self intersections;26;This is a edge line self intersection point
Warning;Edge line self intersections;27;This is a edge line self intersection point
Warning;Edge line self intersections;28;This is a edge line self intersection point
Warning;Edge line self intersections;29;This is a edge line self intersection point
Warning;Edge line self intersections;30;This is a edge line self intersection point
Warning;Edge line self intersections;31;This is a edge line self intersection point
Warning;Edge line self intersections;32;This is a edge line self intersection point
Warning;Edge line self intersections;33;This is a edge line self intersection point
Warning;Edge line self intersections;34;This is a edge line self intersection point
Warning;Edge line self intersections;35;This is a edge line self intersection point
Warning;Edge line self intersections;36;This is a edge line self intersection point
Warning;Edge line self intersections;37;This is a edge line self intersection point
Warning;Edge line self intersections;38;This is a edge line self intersection point
Warning;Edge line self intersections;39;This is a edge line self intersection point
Warning;Edge line self intersections;40;This is a edge line self intersection point
Warning;Edge line self intersections;41;This is a edge line self intersection point
Warning;Edge line self intersections;42;This is a edge line self intersection point
Warning;Edge line self intersections;43;This is a edge line self intersection point
Warning;Edge line self intersections;44;This is a edge line self intersection point
