timestamp,oeste,mirim_doce,sul,perimbo,trombudo,norte,benedito,mirim,luis_alves,acu
1983-07-05T00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-07-05T01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-07-05T02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-07-05T03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-07-05T04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-07-05T05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-07-05T06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-07-05T07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
1983-07-05T08:00,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1983-07-05T09:00,1.1,1.3,0.0,0.6,0.4,0.3,1.3,0.3,0.3,0.3
1983-07-05T10:00,1.2,1.5,0.7,1.3,1.1,0.8,1.5,1.0,1.2,1.0
1983-07-05T11:00,1.4,1.7,1.2,1.6,1.4,1.1,1.1,1.1,1.0,1.1
1983-07-05T12:00,1.2,1.8,1.4,1.9,1.4,0.9,0.8,0.9,0.7,0.9
1983-07-05T13:00,1.3,2.1,2.7,3.0,1.8,1.1,0.4,0.8,0.7,0.8
1983-07-05T14:00,0.9,1.7,2.5,2.7,1.6,0.9,1.2,1.3,0.8,1.3
1983-07-05T15:00,0.4,1.1,2.2,2.3,1.0,0.4,0.3,1.5,1.9,1.5
1983-07-05T16:00,0.3,0.7,3.0,2.8,1.3,0.9,0.4,1.3,1.1,1.3
1983-07-05T17:00,0.2,0.7,1.7,1.8,0.5,0.2,0.2,0.3,0.4,0.3
1983-07-05T18:00,0.0,0.4,1.3,1.9,0.4,0.0,0.0,0.0,0.0,0.0
1983-07-05T19:00,0.2,0.4,1.9,2.0,0.2,0.0,0.0,0.0,0.0,0.0
1983-07-05T20:00,0.5,0.8,1.2,1.6,0.6,0.2,0.0,0.0,0.0,0.0
1983-07-05T21:00,0.4,0.8,0.9,1.3,0.6,0.3,0.1,0.0,0.0,0.0
1983-07-05T22:00,0.5,0.9,1.0,1.3,0.8,0.3,0.0,0.0,0.0,0.0
1983-07-05T23:00,0.6,1.1,1.1,1.3,0.9,0.4,0.0,0.0,0.0,0.0
1983-07-06T00:00,1.2,1.5,1.3,1.5,1.3,1.0,0.0,0.9,0.3,0.9
1983-07-06T01:00,1.8,2.4,1.8,2.2,2.0,1.3,0.0,0.2,0.0,0.2
