nivel;camada;onde;mensagem
Fatal;Cross Sections;Rio_Benedito, R1 (33808.48);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (33533.58);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (33357.25);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (33204.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (33054.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (32904.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (32754.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (32604.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (32454.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (32304.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (32154.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (32004.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (31854.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (31704.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (31554.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (31404.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (31254.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (31104.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (30954.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (30804.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (30654.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (30504.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (30354.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (30204.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (30054.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (29904.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (29754.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (29604.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (29454.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (29304.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (29154.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (29004.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (28854.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (28704.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (28554.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (28404.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (28254.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (28104.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (27954.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (27804.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (27654.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (27504.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (27354.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (27204.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (27054.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (26904.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (26754.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (26604.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (26454.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (26304.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (26154.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (26004.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (25854.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (25704.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (25554.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (25404.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (25254.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (25104.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (24954.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (24804.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (24654.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (24504.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (24354.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (24204.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (24054.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (23904.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (23754.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (23604.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (23454.62);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (23196.05);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (22707.23);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (21995.49);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (21276.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (20395.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (19568.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (19418.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (19268.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (19118.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (18968.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (18818.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (18668.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (18518.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (18368.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (18218.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (18068.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (17918.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (17768.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (17618.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (17468.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (17318.42);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (17140.85);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (16708.91);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (15928.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (14962.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (13962.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (12962.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (11962.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (10962.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (9962.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (9404.38);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (8871.31);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (7898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (6898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (5898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (4898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (3898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (2898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (1898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (898.76);XS intersects < 2 banklines
Fatal;Cross Sections;Rio_Benedito, R1 (0.76);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Rio_Benedito, R1 (0.76);XS must intersect exactly one Reach.
Fatal;Cross Sections;Itajai_Acu, R1 (174425.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (174425.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (172500.5);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (171500.5);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (170500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (170500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (169500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (169500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (168500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (168500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (167500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (167500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (166500.5);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (165500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (165500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (164500.5);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (163500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (163500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (162500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (162500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (161500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (160500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (160500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (159500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (158500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (157500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (157500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (156500.5);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (155500.5);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (154500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (153500.5);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (153500.5);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (152500.5);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (151670.5);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (151021.3);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (151021.3);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (150770.3);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (150614.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (150464.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (150314.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (150164.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (150014.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (149864.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (149714.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (149564.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (149414.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (149264.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (149114.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (148964.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (148814.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (148514.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (148514.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (148364.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (148364.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147914.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147914.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147614.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147614.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147464.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147464.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147314.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147164.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147014.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (147014.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146864.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146864.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146714.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146564.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146564.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146414.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146414.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146264.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146264.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146114.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (146114.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145964.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145964.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145814.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145814.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145664.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145664.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145514.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145514.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145364.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (145214.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (145064.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (144914.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (144764.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (144614.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (144464.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (144314.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (144164.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (144164.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (144014.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (144014.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (143864.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (143864.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (143714.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (143714.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (143564.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (143564.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (143414.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (143264.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (143114.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (142964.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (142814.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (142664.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (142514.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (142364.7);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (142214.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (142064.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (141914.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (141764.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (141614.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (141464.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (141314.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (141164.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (141014.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R1 (140864.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (140714.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (140714.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (140564.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (140264.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (140264.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R1 (140264.7);XS must intersect exactly one Reach.
Fatal;Cross Sections;Itajai_Acu, R2 (140114.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (140114.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (139761.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (139761.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (139075.2);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (139075.2);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (138748.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (138748.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (138448.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (138298.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (138148.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137998.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137998.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137848.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137548.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137548.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137398.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137398.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137248.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137248.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137098.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (137098.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136948.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136948.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136798.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136798.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136648.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136648.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136498.6);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136498.6);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (136348.6);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (136198.6);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (136027.4);XS intersects < 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (135786.4);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (135786.4);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (135359.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (134623.1);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (133674.4);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (132752.7);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (131821.1);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (130845.5);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (130363.6);XS intersects > 2 banklines
Fatal;Cross Sections;Itajai_Acu, R2 (129994.2);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (129534.0);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (128819.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (128819.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (127819.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (127819.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (126819.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (125819.7);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (125819.7);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (124844.3);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (124844.3);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (124048.3);Left Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (124048.3);Right Bank Station point is different than the bankline intersection (>1%)
Fatal;Cross Sections;Itajai_Acu, R2 (123061.3);Right Bank Station point is different than the bankline intersection (>1%)
